SAT,20190111,20190112,20190113,20190114,20190115,20190116,20190117,20190118,20190119
CS2,88718.0,105440.0,94442.0,104893.0,95720.0,106182.0,98458.0,106440.0,97491.0
S3A,46030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3B,61317.0,55494.0,60329.0,58199.0,64895.0,57835.0,61258.0,65454.0,61663.0
