variance_full,variance_sparse,variance_reconstructed,variance_recovery_gain,lag1_full,lag1_sparse,lag1_reconstructed,lag1_recovery_gain,band_power_full,band_power_sparse,band_power_reconstructed,band_power_recovery_gain
0.0004561677789510306,0.0002560109974383572,0.00037681694900396035,2.522428311383216,0.30019086964701336,0.8806156767728229,0.38158943802097534,7.130651296630751,0.005957109725146215,0.003306116151676491,0.005073610270652269,3.000560507405869
